ecli,drug,relevant_countries
ECLI:NL:GHDHA:2022:346,mdma,[' United States']
ECLI:NL:GHDHA:2022:346,xtc-pillen,[' United States']
ECLI:NL:RBOVE:2014:908,hennep,[' Netherlands']
ECLI:NL:RBNHO:2013:13047,cocaïne,"[' Netherlands', 'Suriname']"
ECLI:NL:RBLIM:2017:12764,drugs,[' Netherlands']
ECLI:NL:GHSHE:2019:4587,harddrugs,"['Netherlands', 'Europe']"
ECLI:NL:GHSHE:2019:4587,weed,['Germany']
ECLI:NL:RBLIM:2017:11220,harddrugs,['Germany']
ECLI:NL:RBLIM:2019:1675,mdma,['Germany']
ECLI:NL:RBLIM:2019:1675,ghb,[' Netherlands']
ECLI:NL:RBAMS:2018:8713,harddrugs,[' Netherlands']
ECLI:NL:RBLIM:2017:12712,drugs,[' Netherlands']
ECLI:NL:RBROT:2016:9426,cocaïne,"['South America', ' Netherlands', ' Paraguay', 'Ecuador', 'Netherlands']"
ECLI:NL:GHAMS:2012:BV9151,cocaïne,"[' Spain', 'Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:BV9151,heroïne,"[' Netherlands', ' United Kingdom', 'Netherlands', 'Spain', 'Italy']"
ECLI:NL:GHAMS:2012:BV9151,hasjiesj,"[' United Kingdom', 'Netherlands', 'Spain', 'Italy']"
ECLI:NL:GHAMS:2012:BV9151,weed,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:BV9151,hennep,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:BV9151,cannabis,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:BV9151,diamorfine,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:BV9151,mdma,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:BV9151,tenamfetamine,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:BV9151,mdea,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHSHE:2021:3976,mdma,['Australia']
ECLI:NL:GHSHE:2021:3976,drugs,['Australia']
ECLI:NL:GHSHE:2021:3976,amfetamine,['Australia']
ECLI:NL:RBDHA:2021:2716,harddrugs,[' Norway']
ECLI:NL:RBAMS:2020:4878,drugs,"['Finland', 'Netherlands']"
ECLI:NL:GHDHA:2020:716,cocaïne,[' Netherlands']
ECLI:NL:RBROT:2019:8428,harddrugs,"[' Israel', ' United States']"
ECLI:NL:RBROT:2019:8428,cocaïne,"['Dominican Republic', ' Netherlands', 'Netherlands']"
ECLI:NL:RBAMS:2018:4588,heroïne,['Norway']
ECLI:NL:RBAMS:2018:4588,hasj,"['Spain', 'Netherlands', 'Norway']"
ECLI:NL:RBGEL:2016:4564,cocaïne,"['Netherlands', ' Netherlands']"
ECLI:NL:PHR:2016:298,drugs,['Norway']
ECLI:NL:PHR:2016:298,hasjiesj,['Norway']
ECLI:NL:RBDHA:2015:11345,lsd,[' Russia']
ECLI:NL:PHR:2015:935,amfetamine,"[' Netherlands', ' Germany']"
ECLI:NL:PHR:2015:935,mdma,"[' Netherlands', ' Germany']"
ECLI:NL:PHR:2015:935,amfetaminepasta,"[' Netherlands', ' Germany']"
ECLI:NL:PHR:2015:935,amfetamineolie,"[' Netherlands', ' Germany']"
ECLI:NL:RBNHO:2014:5335,harddrugs,[' United Kingdom']
ECLI:NL:HR:2013:CA3301,mdma/xtc,[' Netherlands']
ECLI:NL:PHR:2012:BU7670,hennep,"[' Netherlands', ' United Kingdom']"
ECLI:NL:GHARN:2010:BO4123,cocaïne,"[' Belgium', ' Netherlands', ' Italy']"
ECLI:NL:PHR:2010:BN7093,cocaïne,"['Malta', 'Netherlands']"
ECLI:NL:PHR:2010:BN7093,hennep,"['Malta', 'Netherlands']"
ECLI:NL:RBAMS:2010:BL8526,cocaïne,"['South America', ' Germany', 'Netherlands', 'Germany']"
ECLI:NL:RBAMS:2010:BL8526,drugs,[' Germany']
ECLI:NL:HR:2006:AU3446,cocaïne,"[' United Kingdom', ' Suriname', 'Ireland']"
ECLI:NL:HR:2006:AU3446,hasjiesj,"[' United Kingdom', ' Suriname', 'Ireland']"
ECLI:NL:GHSHE:2005:AT4366,drugs,"[' Belgium', ' Turkey']"
ECLI:NL:RBSGR:2004:AQ4425,xtc-pillen,[' Belgium']
ECLI:NL:RBMAA:2004:AO3664,mdma,"[' Netherlands', 'Spain', 'Netherlands', 'Belgium']"
ECLI:NL:RBMAA:2004:AO3664,mdea,"[' Netherlands', 'Spain', 'Netherlands', 'Belgium']"
ECLI:NL:RBMAA:2004:AO3664,amfetamine,"[' Netherlands', 'Spain', 'Netherlands', 'Belgium']"
ECLI:NL:RBMAA:2004:AO3664,tabletten,"[' Netherlands', 'Spain', 'Netherlands', 'Belgium']"
ECLI:NL:RBHAA:2001:AD4599,hashish,['Romania']
ECLI:NL:RBAMS:2001:AB2552,heroïne,"['Turkey', 'Netherlands', ' United Kingdom']"
ECLI:NL:PHR:2021:629,drugs,"[' Netherlands', ' Germany', 'United Kingdom', ' Belgium']"
ECLI:NL:PHR:2021:629,harddrugs,"[' Netherlands', ' Germany', 'United Kingdom', ' Belgium']"
ECLI:NL:PHR:2020:338,hasjiesj,"['Morocco', 'Netherlands']"
ECLI:NL:GHAMS:2018:281,drugs,[' Netherlands']
ECLI:NL:HR:2015:2856,drugs,[' Netherlands']
ECLI:NL:HR:2015:2856,harddrugs,[' Netherlands']
ECLI:NL:HR:2015:2856,cannabis,"[' Netherlands', 'Netherlands']"
ECLI:NL:HR:2015:2884,drugs,[' Netherlands']
ECLI:NL:HR:2015:2884,harddrugs,[' Netherlands']
ECLI:NL:HR:2015:2884,cannabis,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBALK:2009:BK2294,hash,[' Netherlands']
ECLI:NL:GHARN:2009:BI7017,heroïne,[' Belgium']
ECLI:NL:GHAMS:2019:5165,cocaïne,"['Venezuela', 'Chile']"
ECLI:NL:RBHAA:2009:BL5729,cocaïne,"['Brazil', 'Netherlands']"
ECLI:NL:RBHAA:2009:BL5729,drugs,"['Netherlands', 'Brazil']"
ECLI:NL:RBOVE:2020:2845,hennep,"[' Germany', ' Netherlands']"
ECLI:NL:RBHAA:2009:BM1666,cocaïne,"[' Suriname', ' Netherlands', ' Peru', 'Suriname', 'Peru', ' Poland', 'Netherlands']"
ECLI:NL:RBHAA:2009:BM1666,drugs,"['Peru', ' Netherlands', ' Poland']"
ECLI:NL:RBNHO:2021:3580,drugs,['Norway']
ECLI:NL:GHAMS:2016:1857,cocaïne,"[' Switzerland', ' Belgium', 'Luxembourg', 'Netherlands']"
ECLI:NL:GHARN:2004:AO7662,heroïne,"['Netherlands', ' United Kingdom']"
ECLI:NL:GHARN:2004:AO7662,drugs,[' United Kingdom']
ECLI:NL:GHSHE:2019:4584,harddrugs,"['Netherlands', 'Europe']"
ECLI:NL:GHSHE:2019:4584,weed,['Germany']
ECLI:NL:RBLIM:2019:1674,mdma,['Germany']
ECLI:NL:RBLIM:2019:1674,ghb,[' Netherlands']
ECLI:NL:RBLIM:2021:5489,amfetamine,"['Netherlands', 'Belgium']"
ECLI:NL:RBLIM:2021:5489,wiet,"['Netherlands', 'Belgium']"
ECLI:NL:RBROT:2017:5125,cocaïne,['Brazil']
ECLI:NL:GHSHE:2014:955,hennep,"['Italy', ' United Kingdom']"
ECLI:NL:GHSHE:2014:955,hasjiesj,['Pakistan']
ECLI:NL:RBAMS:2022:935,cocaïne,[' Belgium']
ECLI:NL:RBROT:2021:199,cocaïne,['South America']
ECLI:NL:GHSHE:2020:611,cocaïne,[' United Kingdom']
ECLI:NL:RBAMS:2019:5609,heroïne,['Spain']
ECLI:NL:RBAMS:2017:8642,cocaïne,"['Netherlands', ' Belgium', 'Belgium']"
ECLI:NL:RBAMS:2017:8642,heroïne,"['Netherlands', ' Belgium', 'Belgium']"
ECLI:NL:RBAMS:2017:8642,drugs,['Belgium']
ECLI:NL:RBROT:2017:9029,cocaïne,[' United Kingdom']
ECLI:NL:PHR:2015:2711,cocaïne,['Germany']
ECLI:NL:RBARN:2011:BU4013,marihuana,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBARN:2011:BU4013,drugs,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBARN:2011:BU4013,hasj,"['Spain', 'Netherlands']"
ECLI:NL:RBAMS:2010:BO7696,cocaïne,"['Italy', ' Italy', ' Belgium', ' Netherlands', ' Bulgaria', ' United States', ' France', 'Netherlands']"
ECLI:NL:RBAMS:2010:BO7696,heroïne,"[' Italy', 'Netherlands', ' Bulgaria', ' United States', ' France', 'Italy', ' Belgium', ' Netherlands']"
ECLI:NL:RBAMS:2010:BO7696,cocaine,"[' Italy', 'Netherlands']"
ECLI:NL:RBAMS:2010:BO7696,drugs,"['Netherlands', ' Bulgaria', ' United States', ' France', 'Italy', ' Belgium', ' Netherlands']"
ECLI:NL:RBALM:2010:BL2943,amfetamine,[' United Kingdom']
ECLI:NL:RBUTR:2007:BC0843,hennep,[' Belgium']
ECLI:NL:RBAMS:2000:AA7403,drugs,[' United Kingdom']
ECLI:NL:GHAMS:2021:1781,cocaïne,['Sweden']
ECLI:NL:GHAMS:2021:1781,amfetamine,['Sweden']
ECLI:NL:GHAMS:2019:1751,mdma,[' United Kingdom']
ECLI:NL:GHAMS:2019:1751,hennep,['Africa']
ECLI:NL:GHARL:2018:1757,amfetamine,[' Netherlands']
ECLI:NL:GHARL:2018:1757,bmk,[' Netherlands']
ECLI:NL:RBROT:2016:2415,cocaïne,[' Netherlands']
ECLI:NL:GHARN:2008:BC8094,heroïne,"[' Netherlands', ' United States', 'Netherlands', 'Turkey', ' Belgium']"
ECLI:NL:GHARN:2008:BC8094,diacetylmorfine,"[' Netherlands', ' United States', 'Netherlands', 'Turkey', ' Belgium']"
ECLI:NL:PHR:2021:962,xtc-pillen,['Spain']
ECLI:NL:PHR:2021:962,drugs,['Germany']
ECLI:NL:PHR:2002:AE1182,hash,"['Morocco', 'Spain']"
ECLI:NL:PHR:2002:AE1182,drugs,"[' United States', ' Belgium']"
ECLI:NL:RBDHA:2016:7730,apaan,"['Belgium', ' Netherlands', ' Belgium', 'China', 'Egypt']"
ECLI:NL:PHR:2006:AV1633,xtc-pillen,"['Australia', 'Netherlands']"
ECLI:NL:PHR:2006:AV1633,pillen,[' United Kingdom']
ECLI:NL:PHR:2006:AV1633,xtc,['Australia']
ECLI:NL:RBROT:2016:9532,cocaïne,"['South America', 'Netherlands']"
ECLI:NL:RBNHO:2021:12181,cocaïne,"[' Italy', ' Netherlands', 'Netherlands']"
ECLI:NL:RBMNE:2021:5774,speed,['China']
ECLI:NL:RBMNE:2021:5774,bmk,['China']
ECLI:NL:RBAMS:2021:2439,heroïne,"[' France', ' Germany', ' United States', ' Spain', 'France', 'Spain', 'Netherlands', ' Netherlands']"
ECLI:NL:RBAMS:2021:2439,cocaïne,"[' France', ' Germany', ' United States', ' Spain', 'France', 'Spain', 'Netherlands']"
ECLI:NL:RBAMS:2021:2439,cannabis,"[' France', ' Germany', ' United States', ' Spain', 'France', 'Spain', 'Netherlands']"
ECLI:NL:RBGEL:2021:920,harddrugs,[' Belgium']
ECLI:NL:GHSHE:2020:612,cocaïne,[' United Kingdom']
ECLI:NL:RBLIM:2019:5264,bmk,[' Germany']
ECLI:NL:RBLIM:2019:5264,amfetamine,[' Germany']
ECLI:NL:RBAMS:2018:5571,drugs,[' Netherlands']
ECLI:NL:RBROT:2017:6099,cocaïne,"['Netherlands', 'Colombia']"
ECLI:NL:RBGEL:2016:942,hennep,['Germany']
ECLI:NL:RVS:2012:BW8132,hennep,[' United Kingdom']
ECLI:NL:RBAMS:2012:BV7986,heroïne,"[' Netherlands', 'France']"
ECLI:NL:RBAMS:2012:BV7986,cocaïne,"[' Netherlands', 'France']"
ECLI:NL:RBAMS:2012:BV1112,hasj,"['Morocco', 'Spain']"
ECLI:NL:RBMAA:2011:BU6474,heroïne,['France']
ECLI:NL:RBMAA:2011:BU6474,cocaïne,['France']
ECLI:NL:RBMAA:2011:BU6474,harddrugs,[' Belgium']
ECLI:NL:RBARN:2011:BU4016,marihuana,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBARN:2011:BU4016,drugs,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBARN:2011:BU4016,hasj,"['Spain', 'Netherlands']"
ECLI:NL:RBMAA:2011:BP3035,amfetamine,['Germany']
ECLI:NL:RBMAA:2011:BP3035,harddrugs,[' Belgium']
ECLI:NL:HR:2008:BC5973,hennep,['Thailand']
ECLI:NL:RBUTR:2007:BC0847,hennep,[' Belgium']
ECLI:NL:RBDOR:2007:AZ7013,cocaïne,"['Dominican Republic', ' Netherlands', 'Spain', 'Netherlands']"
ECLI:NL:GHAMS:2004:AT7349,cocaïne,[' United Kingdom']
ECLI:NL:CBB:2002:AF1179,bmk,[' Netherlands']
ECLI:NL:CBB:2002:AF1179,drugs,[' Netherlands']
ECLI:NL:GHAMS:2002:AE7955,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2000:AA7956,hasj,['Europe']
ECLI:NL:GHSHE:2019:4586,xtc-pillen,['Turkey']
ECLI:NL:GHSHE:2019:4586,drugs,['Turkey']
ECLI:NL:GHSHE:2019:4586,harddrugs,['Turkey']
ECLI:NL:RBOBR:2017:2757,weed,[' United Kingdom']
ECLI:NL:RBOBR:2017:2757,amfetamine,[' United Kingdom']
ECLI:NL:RBOBR:2017:2757,mdma,[' United Kingdom']
ECLI:NL:RBMAA:2008:BC6251,drugs,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBHAA:2007:BA9455,cocaïne,"['Mexico', 'Senegal', 'Peru', 'Belgium', 'Netherlands']"
ECLI:NL:PHR:2020:139,cocaïne,"[' Morocco', ' Netherlands']"
ECLI:NL:GHAMS:2019:5166,cocaïne,"['Venezuela', 'Chile']"
ECLI:NL:RBNNE:2020:3893,speed,"[' Netherlands', 'Germany']"
ECLI:NL:RBNNE:2020:3893,cocaïne,[' Netherlands']
ECLI:NL:RBNNE:2020:3893,coke,['Germany']
ECLI:NL:RBNNE:2020:3893,pillen,['Germany']
ECLI:NL:GHDHA:2022:193,mdma/xtc,[' Philippines']
ECLI:NL:RBNHO:2021:10750,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBDHA:2021:7540,drugs,"[' Italy', 'Italy']"
ECLI:NL:RBAMS:2019:5830,crystal,"[' Netherlands', ' Belgium', 'United Kingdom']"
ECLI:NL:RBAMS:2019:5830,methamfetamine,"[' Netherlands', ' Belgium', 'United Kingdom']"
ECLI:NL:RBROT:2017:10413,cocaïne,"[' France', ' Romania']"
ECLI:NL:RBROT:2011:BT7672,cocaïne,['Belgium']
ECLI:NL:RBROT:2010:BM2520,cocaïne,"[' Netherlands', 'Netherlands', 'Colombia', ' Belgium']"
ECLI:NL:RBMID:2009:BJ3790,amfetamine,['Belgium']
ECLI:NL:RBDOR:2009:BJ2068,harddrugs,[' United Kingdom']
ECLI:NL:RBDOR:2009:BJ2068,hennep,"['Belgium', ' Netherlands']"
ECLI:NL:RBDOR:2009:BJ2068,xtc-pillen,"[' Netherlands', ' Sweden', 'Netherlands', ' France', ' United Kingdom']"
ECLI:NL:RBDOR:2009:BJ2068,amfetamine,"[' Netherlands', ' Sweden', 'Netherlands', ' France', ' United Kingdom']"
ECLI:NL:RBDOR:2009:BJ2068,mdma,"[' Netherlands', ' Sweden', 'Netherlands', ' France', ' United Kingdom']"
ECLI:NL:RBSHE:2007:BB3237,cocaïne,"['Netherlands', ' Netherlands', 'Germany']"
ECLI:NL:GHAMS:2006:BA5365,cocaïne,"['United Kingdom', ' Belgium']"
ECLI:NL:PHR:2005:AT5574,lsd,['France']
ECLI:NL:RBSGR:2004:AQ6599,drugs,[' United States']
ECLI:NL:RBSGR:2004:AQ6599,xtc-pillen,[' United States']
ECLI:NL:GHAMS:2021:2819,cocaïne,"[' Belgium', 'Netherlands', ' United States', ' Netherlands']"
ECLI:NL:RBAMS:2019:6798,cocaïne,"[' Belgium', 'Belgium', 'Netherlands']"
ECLI:NL:RBOVE:2018:3479,drugs,"[' Netherlands', ' Norway']"
ECLI:NL:RBOVE:2018:3479,mdma,[' Netherlands']
ECLI:NL:RBOVE:2018:3479,amfetamine,[' Netherlands']
ECLI:NL:RBOVE:2018:3479,apaan,[' Netherlands']
ECLI:NL:RBOVE:2018:3479,bmk,[' Netherlands']
ECLI:NL:HR:2017:2640,cocaïne,"['Brazil', 'Belgium']"
ECLI:NL:RBNHO:2013:13004,cocaïne,"['Suriname', 'Brazil', ' Netherlands']"
ECLI:NL:GHAMS:2011:BQ9404,cocaïne,"['South America', 'Netherlands']"
ECLI:NL:PHR:2009:BH8662,drugs,"[' Netherlands', 'Venezuela', ' Venezuela', 'United States', 'Netherlands']"
ECLI:NL:PHR:2009:BH8662,cocaïne,"[' Netherlands', 'Venezuela', ' Venezuela', 'United States', 'Netherlands']"
ECLI:NL:RBZWB:2021:1318,cocaïne,[' Netherlands']
ECLI:NL:RBNHO:2019:4524,cocaïne,"['Netherlands', ' Belgium', ' Netherlands']"
ECLI:NL:RBNHO:2019:4524,drugs,[' Netherlands']
ECLI:NL:GHAMS:2011:BT8401,heroïne,"[' Netherlands', 'Germany', 'Netherlands']"
ECLI:NL:RBOVE:2022:759,drugs,[' Belgium']
ECLI:NL:RBOVE:2022:759,harddrugs,[' Netherlands']
ECLI:NL:RBOVE:2022:759,cocaïne,['Spain']
ECLI:NL:RBNHO:2021:235,cocaïne,"['Brazil', ' Netherlands', ' Trinidad and Tobago', 'Ecuador', 'Suriname', 'South America', 'Netherlands']"
ECLI:NL:RBNHO:2021:235,drugs,"['Brazil', ' Netherlands', 'South America']"
ECLI:NL:PHR:2016:316,cocaïne,['Peru']
ECLI:NL:RBHAA:2011:BQ3702,cocaïne,"['Peru', 'Netherlands', ' Japan']"
ECLI:NL:RBAMS:2021:5038,drugs,"[' Germany', 'Netherlands']"
ECLI:NL:RBAMS:2021:5038,hasj,"[' Germany', 'Netherlands']"
ECLI:NL:RBAMS:2021:5038,wiet,"[' Germany', 'Netherlands']"
ECLI:NL:RBAMS:2021:5089,drugs,"[' Germany', 'Netherlands']"
ECLI:NL:RBAMS:2021:5089,hasj,"[' Germany', 'Netherlands']"
ECLI:NL:RBAMS:2021:5089,wiet,"[' Germany', 'Netherlands']"
ECLI:NL:RBNHO:2021:11348,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBZWB:2020:5952,amfetamine,[' Netherlands']
ECLI:NL:RBZWB:2020:5952,drugs,[' Netherlands']
ECLI:NL:RBDHA:2020:14373,drugs,"[' Poland', 'Poland']"
ECLI:NL:RBDHA:2016:12344,hennep,"[' Netherlands', ' Italy', ' Belgium', 'United Kingdom']"
ECLI:NL:RBROT:2016:7671,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBAMS:2015:4308,cocaïne,[' Netherlands']
ECLI:NL:GHAMS:2013:3006,pillen,"[' United States', 'United States']"
ECLI:NL:GHAMS:2013:3006,xtc-pillen,"[' United States', 'United States']"
ECLI:NL:PHR:2013:CA3301,mdma-pillen,[' Netherlands']
ECLI:NL:PHR:2013:CA3301,xtc-pillen,[' Netherlands']
ECLI:NL:RBHAA:2012:BX3674,cocaïne,"['Poland', ' Poland', 'Europe']"
ECLI:NL:RBAMS:2012:BV7192,speed,[' United Kingdom']
ECLI:NL:RBAMS:2012:BV7192,xtc-pillen,[' United Kingdom']
ECLI:NL:RBAMS:2011:BQ9773,heroïne,"[' France', 'Belgium']"
ECLI:NL:RBAMS:2011:BQ9773,morfine,"[' France', 'Belgium']"
ECLI:NL:RBAMS:2011:BQ9773,cocaïne,"[' France', 'Belgium']"
ECLI:NL:PHR:2011:BM6159,cocaïne,[' Netherlands']
ECLI:NL:RBROT:2009:BJ8874,cocaïne,"[' Netherlands', ' Russia', ' Germany', ' Kenya', 'Brazil', 'Netherlands', 'Germany', ' United States']"
ECLI:NL:PHR:2009:BI0541,hasj,['Finland']
ECLI:NL:PHR:2009:BI0541,cocaïne,"['Netherlands', 'Brazil', 'Panama', ' Netherlands']"
ECLI:NL:RBARN:2008:BF8564,cocaïne,"[' Netherlands', ' Belgium', 'Netherlands', ' Poland', ' France', ' Italy']"
ECLI:NL:RBROE:2008:BD2300,cocaïne,"[' United Kingdom', ' Netherlands', ' Belgium']"
ECLI:NL:RBHAA:2007:BA9028,drugs,"['Denmark', ' Netherlands']"
ECLI:NL:RBHAA:2007:BA9028,cocaïne,"['Denmark', ' Netherlands']"
ECLI:NL:RBHAA:2006:AZ3147,heroïne,['Belgium']
ECLI:NL:RBHAA:2006:AZ3151,heroïne,"['Turkey', ' United Kingdom', 'Switzerland']"
ECLI:NL:RBHAA:2006:AZ3151,heroine,['Turkey']
ECLI:NL:RBHAA:2006:AZ3151,cocaïne,['Switzerland']
ECLI:NL:RBHAA:2006:AZ3151,xtc-pillen,['Switzerland']
ECLI:NL:RBSGR:2005:AT9989,heroïne,"[' France', 'France']"
ECLI:NL:GHARN:2004:AR3593,cocaïne,"[' Netherlands', 'Austria', 'Italy', 'Colombia', 'Ecuador', 'Brazil', 'Germany', 'Switzerland', 'Denmark', 'Spain', 'Netherlands', ' United Kingdom']"
ECLI:NL:GHARN:2004:AR3593,harddrugs,"[' Netherlands', 'Austria', 'Italy', 'Colombia', 'Ecuador', 'Brazil', 'Germany', 'Switzerland', 'Denmark', 'Spain', 'Netherlands', ' United Kingdom']"
ECLI:NL:GHARN:2004:AR3593,heroïne,"['Netherlands', ' Netherlands', 'Italy', 'Austria', ' United Kingdom', 'Germany', 'Switzerland', 'Denmark', 'Spain']"
ECLI:NL:GHARN:2004:AR3593,diacetylmorfine,"['Netherlands', ' Netherlands', 'Italy', 'Austria', ' United Kingdom', 'Germany', 'Switzerland', 'Denmark', 'Spain']"
ECLI:NL:GHARN:2004:AR3593,amfetamine,"[' Netherlands', 'Germany', 'Austria', 'Switzerland', 'Denmark', 'Italy', 'Spain', 'Netherlands', ' United Kingdom']"
ECLI:NL:GHARN:2004:AR3593,xtc-pillen,"[' Netherlands', 'Germany', 'Austria', 'Switzerland', 'Denmark', 'Italy', 'Spain', 'Netherlands', ' United Kingdom']"
ECLI:NL:HR:2004:AP1495,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHAMS:2003:AF8163,cocaïne,[' Netherlands']
ECLI:NL:GHAMS:2021:324,heroïne,"[' Rwanda', ' United States']"
ECLI:NL:RBROT:2020:6541,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBROT:2020:6539,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBROT:2020:6540,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHAMS:2020:4012,drugs,['Spain']
ECLI:NL:RBROT:2006:AX2475,cocaïne,"['South America', 'Peru', 'Democratic Republic of the Congo', 'Venezuela']"
ECLI:NL:RBROT:2006:AX2475,harddrugs,"[' Netherlands', ' United States', 'South America']"
ECLI:NL:GHARN:2005:AT8609,heroïne,"['Netherlands', 'Turkey', ' United Kingdom']"
ECLI:NL:GHARN:2005:AT8609,cocaïne,[' Netherlands']
ECLI:NL:PHR:2017:385,xtc,"['Australia', 'Germany', 'Netherlands']"
ECLI:NL:PHR:2017:385,tabletten,['Australia']
ECLI:NL:PHR:2017:385,harddrugs,"['Netherlands', 'Germany']"
ECLI:NL:PHR:2017:385,pil,['Australia']
ECLI:NL:GHDHA:2021:2455,hennep,"['United Kingdom', ' Belgium']"
ECLI:NL:RBOBR:2021:238,metamfetamine,['Germany']
ECLI:NL:RBZWB:2020:5953,amfetamine,[' Netherlands']
ECLI:NL:RBZWB:2020:5953,drugs,[' Netherlands']
ECLI:NL:RBMNE:2020:5113,harddrugs,[' Netherlands']
ECLI:NL:OGEAC:2020:239,cocaïne,[' Netherlands']
ECLI:NL:GHDHA:2014:3094,drugs,['Norway']
ECLI:NL:GHDHA:2014:3094,amfetamine,['Norway']
ECLI:NL:GHDHA:2014:3094,hasj,['Norway']
ECLI:NL:GHDHA:2014:3094,marihuana,['Norway']
ECLI:NL:GHDHA:2014:3094,metamfetamine,['Norway']
ECLI:NL:RBROT:2014:3504,xtc,"[' Spain', ' Austria']"
ECLI:NL:RBMNE:2013:2894,drugs,[' Netherlands']
ECLI:NL:RBMAA:2012:BX7918,cocaïne,"['Netherlands', ' Netherlands']"
ECLI:NL:PHR:2012:BU7627,cocaïne,"['Dominican Republic', ' Netherlands']"
ECLI:NL:RBLEE:2011:BU5769,drugs,['Germany']
ECLI:NL:GHSGR:2011:BR2035,hennep,[' United Kingdom']
ECLI:NL:RBAMS:2007:BD3394,heroïne,"['Turkey', 'Germany', 'Netherlands', ' Germany']"
ECLI:NL:RBHAA:2006:AZ3461,heroïne,[' United Kingdom']
ECLI:NL:RBHAA:2006:AZ3457,heroïne,['Belgium']
ECLI:NL:RBROT:2006:AY6629,cocaïne,[' United Kingdom']
ECLI:NL:GHLEE:2006:AX9539,weed,[' Netherlands']
ECLI:NL:RBAMS:2006:AU9128,drugs,"['Belgium', 'Luxembourg']"
ECLI:NL:GHAMS:2003:AF8159,cocaïne,[' Netherlands']
ECLI:NL:RBROT:2022:1355,cocaïne,[' Netherlands']
ECLI:NL:RBOVE:2021:4692,amfetamine,"['Belgium', ' Netherlands']"
ECLI:NL:RBOVE:2021:4692,hennep,"['Belgium', 'Netherlands']"
ECLI:NL:RBZWB:2021:1316,cocaïne,[' Netherlands']
ECLI:NL:RBZWB:2021:1315,cocaïne,[' Netherlands']
ECLI:NL:RBMNE:2019:384,hasj,[' Netherlands']
ECLI:NL:RBAMS:2019:550,cocaïne,"[' Belgium', ' Indonesia']"
ECLI:NL:RVS:2018:1738,harddrugs,['Switzerland']
ECLI:NL:RVS:2018:1738,drugs,['Switzerland']
ECLI:NL:PHR:2015:1303,cannabis,"[' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2015:1303,drugs,[' Netherlands']
ECLI:NL:PHR:2015:1303,harddrugs,[' Netherlands']
ECLI:NL:PHR:2015:1305,cannabis,"[' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2015:1305,drugs,[' Netherlands']
ECLI:NL:PHR:2015:1305,harddrugs,[' Netherlands']
ECLI:NL:RBGEL:2015:2829,hasjiesj,['Spain']
ECLI:NL:RBROT:2012:BX5435,cocaïne,"['South America', 'Panama', ' Panama']"
ECLI:NL:RBROT:2012:BX5435,heroïne,['Pakistan']
ECLI:NL:GHAMS:2012:538,harddrugs,[' Belgium']
ECLI:NL:GHAMS:2012:538,hasjiesj,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:538,cocaïne,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:538,heroïne,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:538,diamorfine,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:538,mdma,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:538,tenamfetamine,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2012:538,mdea,"['Netherlands', 'Spain', 'Italy', ' United Kingdom']"
ECLI:NL:GHAMS:2011:BT8411,heroïne,"[' Netherlands', 'Germany']"
