ecli,drug,relevant_countries
ECLI:NL:RBGEL:2020:6209,cocaïne,"['Netherlands', 'Iceland', ' Albania', ' Netherlands', 'Colombia']"
ECLI:NL:RBMNE:2019:3410,hennep,"['Netherlands', 'Poland']"
ECLI:NL:RBMNE:2019:3410,cocaïne,"['Netherlands', 'Poland']"
ECLI:NL:RBMNE:2016:7043,cocaïne,[' Netherlands']
ECLI:NL:RBMNE:2016:7043,heroïne,[' Netherlands']
ECLI:NL:RBMNE:2016:7043,harddrugs,"['Netherlands', ' United Kingdom', 'United Kingdom', ' Belgium']"
ECLI:NL:RBHAA:2012:BX4502,cocaïne,"['Poland', ' Poland', 'Europe']"
ECLI:NL:RBUTR:2008:BD5097,cocaïne,"['Netherlands', 'Belgium', 'Colombia', 'Brazil', ' Netherlands']"
ECLI:NL:GHAMS:2012:BW6604,methamfetamine,"[' France', 'Belgium', 'Mexico', 'Australia', 'Democratic Republic of the Congo', 'Pakistan']"
ECLI:NL:OGEABES:2017:6,drugs,[' Netherlands']
ECLI:NL:OGEABES:2017:6,cocaïne,[' Netherlands']
ECLI:NL:GHSGR:2001:5,hashish,[' United Kingdom']
ECLI:NL:GHSGR:2001:5,amfetamine,[' United Kingdom']
ECLI:NL:PHR:1999:ZD1332,heroïne,['Turkey']
ECLI:NL:RBLIM:2017:11217,hasj,[' Germany']
ECLI:NL:RBLIM:2017:11217,harddrugs,['Germany']
ECLI:NL:RBDHA:2021:13952,drugs,['Switzerland']
ECLI:NL:RBZWB:2021:4089,cocaïne,['Belgium']
ECLI:NL:RBAMS:2020:6339,heroïne,['France']
ECLI:NL:PHR:2020:65,drugs,[' Netherlands']
ECLI:NL:PHR:2018:360,hennep,[' Netherlands']
ECLI:NL:RBROT:2018:3688,cocaïne,"['Colombia', 'Ecuador', 'Netherlands']"
ECLI:NL:GHDHA:2017:2718,cocaïne,"['South America', 'Netherlands']"
ECLI:NL:GHAMS:2017:411,cocaïne,['Belgium']
ECLI:NL:GHAMS:2017:411,heroïne,['Belgium']
ECLI:NL:GHAMS:2017:411,harddrugs,['Belgium']
ECLI:NL:RBROT:2012:BV6305,cocaïne,['South America']
ECLI:NL:RBLEE:2011:BU5767,drugs,['Germany']
ECLI:NL:RBHAA:2011:BT1549,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBHAA:2011:BT1549,harddrugs,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBHAA:2011:BT1549,drugs,"[' Israel', ' United States', 'Dominican Republic', ' Netherlands', 'Europe']"
ECLI:NL:PHR:2010:BL5538,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBSHE:2008:BC4812,cocaïne,['Spain']
ECLI:NL:RBAMS:2007:BA4017,xtc-pillen,['United States']
ECLI:NL:PHR:2007:AZ6108,pillen,"[' Netherlands', ' United States']"
ECLI:NL:PHR:2007:AZ6108,xtc,"[' Netherlands', ' United States']"
ECLI:NL:GHLEE:2006:AX9528,weed,[' Netherlands']
ECLI:NL:GHLEE:2006:AX9531,weed,[' Netherlands']
ECLI:NL:GHARN:2006:AV4248,cocaïne,[' Netherlands']
ECLI:NL:GHAMS:2005:AS5816,mdma,"['Netherlands', 'United States']"
ECLI:NL:GHAMS:2005:AS5816,xtc-pillen,"['Netherlands', 'United States']"
ECLI:NL:RBALM:2002:AF1488,heroïne,"[' Netherlands', 'Netherlands', 'Turkey']"
ECLI:NL:RBZWO:2001:AB2175,drugs,[' Netherlands']
ECLI:NL:RBAMS:2018:7559,drugs,['Panama']
ECLI:NL:RBAMS:2018:7559,cocaïne,['Panama']
ECLI:NL:GHSHE:2021:744,drugs,"['Netherlands', 'Belgium']"
ECLI:NL:GHSHE:2021:744,xtc,"['Netherlands', 'Belgium']"
ECLI:NL:RBOBR:2021:237,metamfetamine,"['Germany', 'Netherlands']"
ECLI:NL:RBOBR:2021:237,harddrugs,['Germany']
ECLI:NL:GHDHA:2020:2065,harddrugs,[' Finland']
ECLI:NL:RBROT:2019:8918,cocaïne,['Ecuador']
ECLI:NL:GHAMS:2019:94,cocaïne,"['Belgium', 'Dominican Republic', ' Netherlands', 'Netherlands']"
ECLI:NL:RBNHO:2018:7871,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBNHO:2017:10280,harddrugs,"[' Belgium', ' United Kingdom']"
ECLI:NL:RBNHO:2017:10280,mdma,[' United Kingdom']
ECLI:NL:RBNHO:2017:10280,cocaïne,[' United Kingdom']
ECLI:NL:RBNHO:2017:10280,amfetaminebase,[' United Kingdom']
ECLI:NL:RBAMS:2015:6757,cocaïne,"[' Netherlands', 'Netherlands', 'South America', ' Belgium']"
ECLI:NL:PHR:2015:965,cocaïne,['United States']
ECLI:NL:RBAMS:2014:5341,cocaïne,['Belgium']
ECLI:NL:PHR:2010:BM9426,drugs,[' Netherlands']
ECLI:NL:RBROT:2008:BG7481,fenacetine,"[' Netherlands', ' Italy']"
ECLI:NL:RBROT:2008:BG7481,harddrugs,"[' Netherlands', ' Italy']"
ECLI:NL:RBARN:2008:BG4941,cocaïne,"['Netherlands', 'Colombia']"
ECLI:NL:RBARN:2008:BG4946,cocaïne,"['Netherlands', 'Colombia']"
ECLI:NL:RBZUT:2008:BG1513,cocaïne,"[' Netherlands', ' United States', ' United Kingdom']"
ECLI:NL:RBHAA:2007:BA1920,cocaïne,"[' United Kingdom', 'Netherlands']"
ECLI:NL:GHLEE:2006:AX9535,weed,[' Netherlands']
ECLI:NL:GHLEE:2006:AX9537,weed,[' Netherlands']
ECLI:NL:RBGEL:2021:1860,drugs,[' Netherlands']
ECLI:NL:GHDHA:2020:1841,cocaïne,"[' Chile', ' United States', 'Netherlands']"
ECLI:NL:GHDHA:2020:1841,drugs,"[' Netherlands', 'South America', ' United States']"
ECLI:NL:GHAMS:2020:3905,cocaïne,['Suriname']
ECLI:NL:RBROT:2020:1296,cocaïne,"['Panama', 'Netherlands', ' Netherlands']"
ECLI:NL:RBROT:2018:8613,heroïne,[' Belgium']
ECLI:NL:RBROT:2018:8613,cocaïne,"['Netherlands', 'Colombia']"
ECLI:NL:RBROT:2017:5124,cocaïne,['Brazil']
ECLI:NL:RBROT:2017:5126,cocaïne,"['Brazil', ' New Zealand', 'Netherlands']"
ECLI:NL:RBOVE:2014:779,harddrugs,[' Netherlands']
ECLI:NL:RBOVE:2014:779,cocaïne,[' Netherlands']
ECLI:NL:RBROE:2012:BW8712,hennep,"['Germany', 'Netherlands']"
ECLI:NL:RBAMS:2018:7569,drugs,['Panama']
ECLI:NL:RBAMS:2018:7569,cocaïne,['Panama']
ECLI:NL:PHR:2012:BX9558,cocaïne,"[' Japan', ' United Kingdom']"
ECLI:NL:RBGEL:2020:1573,amfetamine,[' Netherlands']
ECLI:NL:RBMNE:2019:2074,mdma,['Ireland']
ECLI:NL:GHSHE:2017:4305,xtc-pillen,[' Netherlands']
ECLI:NL:RBLIM:2016:11080,amfetamine,[' Netherlands']
ECLI:NL:GHAMS:2015:528,drugs,[' Netherlands']
ECLI:NL:GHAMS:2015:528,harddrugs,[' Netherlands']
ECLI:NL:PHR:2010:BK0969,cocaïne,[' Netherlands']
ECLI:NL:PHR:2009:BH8808,xtc,"[' Netherlands', 'Mexico', ' Mexico', 'Netherlands']"
ECLI:NL:PHR:2009:BH8808,pillen,"['Mexico', 'Netherlands', ' Germany']"
ECLI:NL:PHR:2009:BH8808,xtc-pillen,"['Mexico', 'Netherlands']"
ECLI:NL:PHR:2009:BH8808,mdma,"['Netherlands', 'Mexico', ' Germany']"
ECLI:NL:GHAMS:2009:BI3078,cocaïne,"[' Suriname', ' Netherlands']"
ECLI:NL:RBAMS:2008:BF0363,hash,['Denmark']
ECLI:NL:PHR:2007:BA6308,hasj,['Norway']
ECLI:NL:PHR:2007:BA6308,heroïne,"['Norway', 'Netherlands']"
ECLI:NL:PHR:2007:BA6308,cocaïne,"['Norway', 'Netherlands']"
ECLI:NL:PHR:2007:BA6308,hasjiesj,"['Norway', 'Netherlands']"
ECLI:NL:RBMAA:2007:BA5843,cocaïne,"['Germany', 'Colombia']"
ECLI:NL:GHARN:2004:AR8605,heroïne,[' United Kingdom']
ECLI:NL:PHR:2003:AF2342,hashish,[' United Kingdom']
ECLI:NL:PHR:2000:AA5442,hashish,"['Ireland', 'United Kingdom', ' Belgium']"
ECLI:NL:HR:1994:AD2114,hennep,[' Netherlands']
ECLI:NL:HR:1994:AD2114,hasj,[' Netherlands']
ECLI:NL:PHR:2021:480,drugs,['Spain']
ECLI:NL:PHR:2020:1261,mdma,"['United Kingdom', ' Belgium']"
ECLI:NL:RBDHA:2020:1742,cocaïne,[' Netherlands']
ECLI:NL:RBROT:2019:6323,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBROT:2019:3391,cocaïne,"['South America', 'Europe', 'Netherlands']"
ECLI:NL:RBNNE:2018:5241,cocaïne,"['Germany', 'Netherlands']"
ECLI:NL:RBNNE:2018:5241,harddrugs,"['Netherlands', 'Germany']"
ECLI:NL:PHR:2015:1306,cannabis,"[' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2015:1306,drugs,[' Netherlands']
ECLI:NL:PHR:2015:1306,harddrugs,[' Netherlands']
ECLI:NL:GHAMS:2012:BW6606,methamfetamine,"[' France', 'Belgium', 'Mexico', 'Australia', 'Democratic Republic of the Congo', 'Pakistan']"
ECLI:NL:RBLIM:2021:5443,amfetamine,['Germany']
ECLI:NL:RBLIM:2021:5443,hennep,['Germany']
ECLI:NL:RBGEL:2020:6212,cocaïne,"[' Netherlands', 'Colombia', 'Netherlands', 'Iceland', ' Albania']"
ECLI:NL:RBLIM:2017:11149,hasj,[' Germany']
ECLI:NL:RBLIM:2017:11149,harddrugs,['Germany']
ECLI:NL:RBLIM:2017:11218,hasj,[' Germany']
ECLI:NL:RBLIM:2017:11218,harddrugs,['Germany']
ECLI:NL:RBHAA:2012:BX3464,cocaïne,"['Poland', ' Poland', 'Europe', 'Germany']"
ECLI:NL:RBHAA:2012:BX3464,amfetamine,['Germany']
ECLI:NL:RBHAA:2012:BX3464,xtc-pillen,"['Netherlands', 'Lithuania']"
ECLI:NL:RBHAA:2010:BN0960,pseudo-efedrine,"[' Spain', ' United Kingdom', ' Belgium']"
ECLI:NL:RBHAA:2010:BN0960,metamfetamine,"['Australia', ' Netherlands', 'Mexico', 'Pakistan', 'Democratic Republic of the Congo']"
ECLI:NL:RBHAA:2010:BN0960,drugs,"['Mexico', ' Netherlands']"
ECLI:NL:RBROT:2020:1295,cocaïne,"['Panama', 'Ecuador', ' Sweden', 'Netherlands', ' Netherlands']"
ECLI:NL:RBLIM:2017:11216,harddrugs,['Germany']
ECLI:NL:PHR:1998:26,cocaïne,"['Suriname', 'Morocco']"
ECLI:NL:PHR:1998:26,hennep,"['Nigeria', 'Romania']"
ECLI:NL:RBNHO:2021:10751,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBNNE:2020:3133,hennep,"['Germany', ' Germany']"
ECLI:NL:RBROT:2019:3755,cocaïne,"[' France', 'Netherlands', ' Romania']"
ECLI:NL:RBAMS:2019:547,cocaïne,[' Belgium']
ECLI:NL:RBAMS:2018:9877,drugs,[' Netherlands']
ECLI:NL:RBOVE:2018:5085,hennep,"[' Belgium', 'Germany']"
ECLI:NL:RBAMS:2016:6282,coke,"['Spain', ' Belgium', 'Netherlands']"
ECLI:NL:RBAMS:2016:6282,hasj,['Spain']
ECLI:NL:RBGEL:2016:3427,drugs,['Spain']
ECLI:NL:RBAMS:2016:2339,cocaïne,"['Belgium', 'Europe']"
ECLI:NL:RBAMS:2016:2339,marihuana,[' Colombia']
ECLI:NL:GHAMS:2015:255,heroïne,"['Netherlands', ' United Kingdom']"
ECLI:NL:PHR:2014:281,cocaïne,"[' Netherlands', 'Germany', 'Netherlands', ' Germany']"
ECLI:NL:PHR:2014:281,harddrugs,['Sweden']
ECLI:NL:RBROT:2010:BO2925,safrol,"['China', 'Netherlands']"
ECLI:NL:RBROT:2010:BO2925,diazepam,['China']
ECLI:NL:RBHAA:2010:BL7581,hennep,"['Spain', 'Netherlands', ' United Kingdom', ' Belgium', 'Morocco']"
ECLI:NL:RBHAA:2010:BL7581,hasjiesj,"['Spain', 'Netherlands', 'Morocco']"
ECLI:NL:RBHAA:2010:BL7581,hasj,[' United Kingdom']
ECLI:NL:GHAMS:2009:BI6135,heroïne,"[' United Kingdom', 'Switzerland', 'Netherlands']"
ECLI:NL:GHAMS:2009:BI6135,xtc-pillen,['Switzerland']
ECLI:NL:RBZUT:2008:BG1500,cocaïne,"[' Netherlands', ' United States']"
ECLI:NL:RBROT:2006:AX2473,cocaïne,"['South America', 'Peru', 'Democratic Republic of the Congo', 'Venezuela', 'Netherlands']"
ECLI:NL:HR:2003:AF4232,hashish,"['Pakistan', 'Netherlands']"
ECLI:NL:HR:2003:AF4232,mdma,"['Pakistan', 'Netherlands']"
ECLI:NL:HR:2003:AF4232,amfetamine,"['Pakistan', 'Netherlands']"
ECLI:NL:PHR:2002:AB2873,heroïne,"['Turkey', 'Netherlands']"
ECLI:NL:GHSHE:2001:AF7548,xtc-pillen,[' United Kingdom']
ECLI:NL:GHAMS:2012:BW8380,cocaïne,"['Germany', 'Netherlands', ' Netherlands', ' Germany', 'South America']"
ECLI:NL:GHAMS:2012:BW8380,drugs,[' Germany']
ECLI:NL:GHAMS:2012:BW6608,methamfetamine,"[' France', 'Belgium', 'Mexico', 'Australia', 'Democratic Republic of the Congo', 'Pakistan']"
ECLI:NL:RBNNE:2020:3892,speed,"[' Netherlands', 'Germany']"
ECLI:NL:RBNNE:2020:3892,cocaïne,[' Netherlands']
ECLI:NL:RBNNE:2020:3892,coke,['Germany']
ECLI:NL:RBNNE:2020:3892,pillen,['Germany']
ECLI:NL:RBGEL:2020:6211,cocaïne,"[' Netherlands', 'Colombia', 'Netherlands', 'Iceland', ' Albania']"
ECLI:NL:RBOVE:2020:2863,hennep,[' Netherlands']
ECLI:NL:RBDHA:2022:987,xtc-pillen,['France']
ECLI:NL:GHAMS:2021:872,cocaïne,"['Colombia', 'Belgium', 'Netherlands', ' Belgium', ' Netherlands']"
ECLI:NL:RBROT:2020:6476,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBGEL:2020:1572,amfetamine,[' Netherlands']
ECLI:NL:RBGEL:2020:1572,harddrugs,[' Netherlands']
ECLI:NL:RBLIM:2016:6746,harddrugs,[' Netherlands']
ECLI:NL:RBDHA:2015:1458,hennep,[' Netherlands']
ECLI:NL:PHR:2011:BO9948,mdma,"[' United States', ' Bulgaria']"
ECLI:NL:PHR:2011:BO9948,ecstasy,[' United States']
ECLI:NL:PHR:2011:BO9948,harddrugs,"['Netherlands', ' United States']"
ECLI:NL:OGHNAA:2008:BG8545,cocaïne,"[' Netherlands', 'Colombia', 'Venezuela', ' United Kingdom', 'Dominican Republic', 'Netherlands', ' United States']"
ECLI:NL:OGHNAA:2008:BG8545,heroïne,"[' Netherlands', 'Colombia', 'Venezuela', ' United Kingdom', 'Dominican Republic', 'Netherlands', ' United States']"
ECLI:NL:RBARN:2008:BF8440,cocaïne,[' Netherlands']
ECLI:NL:RBALK:2005:AU3709,cocaïne,"['United Kingdom', ' Belgium']"
ECLI:NL:GHSGR:2000:AE0019,harddrugs,[' Belgium']
ECLI:NL:RBNHO:2021:266,cocaïne,"[' Trinidad and Tobago', 'South America', 'Suriname', ' Netherlands', 'Europe', 'Netherlands']"
ECLI:NL:RBMNE:2019:383,hasj,[' Netherlands']
ECLI:NL:RBROT:2016:2414,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBHAA:2008:BC4169,cocaïne,[' Netherlands']
ECLI:NL:RBBRE:2010:BM1503,weed,[' Netherlands']
ECLI:NL:RBBRE:2010:BM1503,hennep,[' Netherlands']
ECLI:NL:GHAMS:2012:BW6605,methamfetamine,"[' France', 'Belgium', 'Mexico', 'Australia', 'Democratic Republic of the Congo', 'Pakistan']"
ECLI:NL:RBDHA:2022:1013,xtc-pillen,['France']
ECLI:NL:PHR:2021:791,cocaïne,['Australia']
ECLI:NL:RBDHA:2021:6292,heroine,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBDHA:2021:6292,cocaine,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBDHA:2021:6292,amfetamine,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBDHA:2021:6292,paracetamol,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBDHA:2021:6292,cafeïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBDHA:2021:6292,heroïne,[' Netherlands']
ECLI:NL:RBDHA:2021:6292,cocaïne,[' Netherlands']
ECLI:NL:PHR:2018:1330,cocaïne,[' Netherlands']
ECLI:NL:GHAMS:2015:527,drugs,[' Netherlands']
ECLI:NL:GHAMS:2015:527,harddrugs,[' Netherlands']
ECLI:NL:RBDHA:2013:CA1261,cocaïne,"['Ecuador', ' Belgium', 'Netherlands']"
ECLI:NL:PHR:2009:BI3842,cocaïne,[' Netherlands']
ECLI:NL:RBDOR:2009:BJ2062,hennep,"['Belgium', ' Netherlands']"
ECLI:NL:RBROT:2008:BG7493,paracetamol,[' Netherlands']
ECLI:NL:RBROT:2008:BG7493,cafeïne,[' Netherlands']
ECLI:NL:RBROT:2008:BG7493,heroïne,[' Netherlands']
ECLI:NL:RBROT:2008:BG7493,cocaïne,[' Netherlands']
ECLI:NL:RBROT:2008:BG7493,fenacetine,"[' Netherlands', ' Italy']"
ECLI:NL:RBROT:2008:BG7493,harddrugs,"[' Netherlands', ' Italy']"
ECLI:NL:OGHNAA:2008:BG8546,cocaïne,"[' Netherlands', 'Colombia', 'Venezuela', ' United Kingdom', 'Netherlands', ' United States']"
ECLI:NL:OGHNAA:2008:BG8546,drugs,"['Venezuela', 'Dominican Republic', ' Belgium', ' Netherlands']"
ECLI:NL:RBASS:2007:BA1114,hennep,[' Turkey']
ECLI:NL:RBAMS:2001:AB0175,hashish,"['Netherlands', 'Ireland']"
ECLI:NL:PHR:2013:820,drugs,[' Belgium']
ECLI:NL:PHR:2013:820,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2013:821,drugs,[' Belgium']
ECLI:NL:PHR:2013:821,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBONE:2013:BZ2717,hasj,['Morocco']
ECLI:NL:RBDHA:2016:12348,hennep,"['Netherlands', 'United Kingdom', ' Belgium', ' United Kingdom', ' Netherlands']"
ECLI:NL:GHARL:2013:BZ2387,cocaïne,['South America']
ECLI:NL:RBSHE:2011:BR2037,safrol,[' Netherlands']
ECLI:NL:RBSHE:2011:BR2037,bmk,[' Netherlands']
ECLI:NL:RBSHE:2011:BR2037,pmk,[' Netherlands']
ECLI:NL:PHR:2007:BA0487,harddrugs,"[' Netherlands', ' Italy']"
ECLI:NL:PHR:2007:BA0487,cocaïne,"[' Netherlands', ' Italy', ' Germany', 'Peru', 'South America', ' Belgium', ' Peru']"
ECLI:NL:PHR:2006:AV1110,drugs,"['Netherlands', ' Netherlands']"
ECLI:NL:GHARN:2005:AT8603,heroïne,"[' United Kingdom', 'Netherlands']"
ECLI:NL:RBOVE:2020:2927,hennep,[' Netherlands']
ECLI:NL:RBZWB:2018:6636,cocaïne,"['South America', ' Netherlands', 'Netherlands']"
ECLI:NL:RBZWB:2018:6636,hennep,"['Netherlands', 'Belgium']"
ECLI:NL:GHAMS:2021:1779,cocaïne,"['Peru', 'South America', ' Netherlands']"
ECLI:NL:RBROT:2019:3428,cocaïne,"['South America', 'Netherlands']"
ECLI:NL:RBOBR:2014:5436,gbl,"[' Netherlands', ' United States']"
ECLI:NL:GHAMS:2012:BY0742,cocaïne,"[' Belgium', 'Belgium']"
ECLI:NL:RBAMS:2010:BN1253,cocaine,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBAMS:2010:BN1253,cocaïne,[' Netherlands']
ECLI:NL:RBZUT:2009:BJ7713,drugs,[' Netherlands']
ECLI:NL:RBALK:2008:BG0208,cocaïne,"['South America', ' Brazil']"
ECLI:NL:RBALK:2008:BG0208,cocaïnetransporten,"['South America', ' Brazil']"
ECLI:NL:PHR:2017:1613,heroïne,"[' United Kingdom', 'Netherlands']"
ECLI:NL:GHSHE:2017:2650,marihuana,"['Liberia', ' United States', 'Austria', ' France', ' Ukraine']"
ECLI:NL:RBROT:2020:1297,cocaïne,"['Panama', 'Netherlands', ' Netherlands']"
ECLI:NL:RBROT:2020:1294,cocaïne,"['Panama', 'Netherlands', ' Netherlands']"
ECLI:NL:RBROT:2019:3392,cocaïne,"['South America', 'Netherlands', 'Colombia']"
ECLI:NL:RBROT:2019:3393,cocaïne,"['South America', 'Netherlands']"
ECLI:NL:RBOBR:2014:3473,cocaïne,[' Netherlands']
ECLI:NL:RBROE:2010:BN1030,hennep,"[' Netherlands', ' Belgium', 'Netherlands', 'Belgium', 'India', 'Germany']"
ECLI:NL:RBROE:2010:BN1030,hasjiesj,"[' Netherlands', 'Germany', 'Belgium', 'India']"
ECLI:NL:RBROE:2010:BN1030,cocaïne,['Germany']
ECLI:NL:RBROT:2010:BL1920,cocaïne,"[' Honduras', ' Netherlands', 'Netherlands']"
ECLI:NL:RBROT:2010:BL1920,drugs,[' Honduras']
ECLI:NL:RBHAA:2009:BI2396,cocaïne,"[' Japan', 'Netherlands', ' United Kingdom']"
ECLI:NL:RBMAA:2009:2869,drugs,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBLIM:2019:11665,cocaïne,"[' France', 'France']"
ECLI:NL:RBROT:2019:3427,cocaïne,"['South America', 'Netherlands']"
ECLI:NL:GHARL:2016:10312,drugs,['France']
ECLI:NL:GHAMS:2016:2720,cocaïne,"[' Netherlands', ' Brazil']"
ECLI:NL:GHSHE:2015:4354,xtc,"['Australia', 'Netherlands', 'Germany']"
ECLI:NL:GHSHE:2015:4354,tabletten,['Australia']
ECLI:NL:GHSHE:2015:4354,xtc-tabletten,['Australia']
ECLI:NL:PHR:2015:1297,cannabis,"[' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2015:1297,drugs,[' Netherlands']
ECLI:NL:PHR:2015:1297,harddrugs,[' Netherlands']
ECLI:NL:PHR:2015:1301,drugs,[' Netherlands']
ECLI:NL:PHR:2015:1301,harddrugs,[' Netherlands']
ECLI:NL:PHR:2015:1304,cannabis,"[' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2015:1304,drugs,[' Netherlands']
ECLI:NL:PHR:2015:1304,harddrugs,[' Netherlands']
ECLI:NL:GHAMS:2015:251,heroïne,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBOBR:2013:CA1965,drugs,[' United Kingdom']
ECLI:NL:RBROT:2012:BY6942,cocaïne,['South America']
ECLI:NL:RBHAA:2012:BY7070,hasj,"['Morocco', 'Netherlands']"
ECLI:NL:GHSHE:2009:BK0147,drugs,[' United Kingdom']
ECLI:NL:RBZUT:2008:BG2157,heroïne,['Germany']
ECLI:NL:PHR:2007:BA7918,cocaïne,"[' Netherlands', ' Belgium']"
ECLI:NL:RBROT:2006:AZ8683,heroïne,"['United Kingdom', ' Belgium', ' United Kingdom']"
ECLI:NL:GHARL:2018:6382,drugs,[' Netherlands']
ECLI:NL:GHAMS:2021:2820,cocaïne,"[' Belgium', 'Netherlands', ' United States', ' Netherlands']"
ECLI:NL:RBROT:2019:3426,cocaïne,"[' Belgium', 'South America', 'Netherlands']"
ECLI:NL:RBROT:2019:3565,cocaïne,"['South America', 'Europe', 'Netherlands']"
ECLI:NL:GHSHE:2018:4486,cocaïne,"[' France', ' Romania', 'Netherlands']"
ECLI:NL:RBROT:2018:8605,heroïne,[' Belgium']
ECLI:NL:RBROT:2018:8605,cocaïne,"['Netherlands', 'Colombia']"
ECLI:NL:OGEABES:2017:11,cocaïne,[' Netherlands']
ECLI:NL:HR:2017:1017,xtc,"['Netherlands', 'Germany']"
ECLI:NL:HR:2017:1017,xtc-tabletten,['Australia']
ECLI:NL:RBNHO:2013:10923,cocaïne,[' Netherlands']
ECLI:NL:RBROT:2011:BP9371,cocaïne,"['Suriname', ' Spain', 'South America', ' Belgium']"
ECLI:NL:GHSHE:2003:AP0310,cocaïne,[' Netherlands']
ECLI:NL:RBMNE:2016:7024,cocaïne,[' Netherlands']
ECLI:NL:RBMNE:2016:7024,heroïne,[' Netherlands']
ECLI:NL:RBMNE:2016:7024,harddrugs,"['Netherlands', ' United Kingdom', 'United Kingdom', ' Belgium']"
ECLI:NL:RBROT:2016:6465,cocaïne,"[' Peru', 'Guyana', ' Belgium', 'Belgium', 'Netherlands']"
ECLI:NL:RBMID:2011:BR4149,hennep,"['Belgium', ' Netherlands', 'Netherlands']"
ECLI:NL:RBMID:2011:BR4149,hashish,"['Netherlands', 'Belgium']"
ECLI:NL:GHARL:2021:11643,marihuana,['Germany']
ECLI:NL:RBDHA:2019:14431,hasjiesj,"[' Italy', 'Netherlands', ' Netherlands', 'Morocco', 'Belgium']"
ECLI:NL:RBDHA:2019:14431,cocaïne,"[' Italy', ' Netherlands']"
ECLI:NL:RBROT:2019:3394,cocaïne,"['South America', 'Europe', 'Netherlands']"
ECLI:NL:GHAMS:2018:386,harddrugs,[' Netherlands']
ECLI:NL:RBMNE:2018:207,hennep,[' United Kingdom']
ECLI:NL:PHR:2015:1302,cannabis,"[' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2015:1302,drugs,[' Netherlands']
ECLI:NL:PHR:2015:1302,harddrugs,[' Netherlands']
ECLI:NL:RBROT:2013:9493,cocaïne,"[' Netherlands', ' Peru', 'Peru']"
ECLI:NL:GHSGR:2012:BV2572,hennep,"[' Netherlands', 'Netherlands', 'Belgium']"
ECLI:NL:RBROT:2009:BJ4391,fenacetine,"['Suriname', 'France', ' Netherlands']"
ECLI:NL:RBROT:2008:BC8717,cocaïne,"['Panama', 'Netherlands', 'Kyrgyzstan', 'Venezuela']"
ECLI:NL:RBROT:2006:AZ8684,heroïne,"['United Kingdom', ' Belgium', ' United Kingdom']"
ECLI:NL:HR:2006:AV1633,pillen,[' United Kingdom']
ECLI:NL:HR:2006:AV1633,xtc-tabletten,"['Germany', 'Netherlands']"
ECLI:NL:HR:2006:AV1633,tabletten,"['Germany', 'Australia']"
ECLI:NL:PHR:2003:AF4232,hashish,"['Pakistan', 'Netherlands']"
ECLI:NL:PHR:2003:AF4232,mdma,"['Pakistan', 'Netherlands']"
ECLI:NL:PHR:2003:AF4232,amfetamine,"['Pakistan', 'Netherlands']"
ECLI:NL:RBOBR:2020:742,cocaïne,"['Netherlands', ' Belgium', ' France', ' Netherlands']"
ECLI:NL:RBNHO:2015:8235,cocaïne,"['Dominican Republic', ' Netherlands', 'Netherlands']"
ECLI:NL:RBLIM:2018:3323,cocaïne,"['Netherlands', 'Dominican Republic', ' Netherlands']"
ECLI:NL:RBBRE:2007:BB5936,hennep,"['Netherlands', ' Spain', ' Netherlands', 'Spain', ' Belgium', 'Germany', ' Germany']"
ECLI:NL:RBBRE:2007:BB5936,hasjiesj,"['Netherlands', 'Germany', ' Germany', ' Belgium', ' Netherlands', 'Spain']"
ECLI:NL:RBAMS:2022:1254,cocaïne,[' Netherlands']
ECLI:NL:RBAMS:2022:1243,cocaïne,"[' Netherlands', 'Netherlands', 'Sweden']"
ECLI:NL:RBAMS:2022:1273,cocaïne,[' Netherlands']
ECLI:NL:RBAMS:2022:1275,cocaïne,[' Netherlands']
ECLI:NL:RBAMS:2022:1274,cocaïne,[' Netherlands']
ECLI:NL:RBAMS:2022:1276,harddrugs,[' Netherlands']
ECLI:NL:RBAMS:2022:1276,cocaïne,[' Netherlands']
ECLI:NL:RBAMS:2022:1278,cocaïne,[' Netherlands']
